job_title,company_name,location,date_posted,applicant_count,job_description_lines,country,job,experience
data scientist - remote,semanticbits,united states,5 months ago,186.0,"
              semanticbits is a leading company specializing in the design and development of digital health services for the federal government. the work we do is just as unique as the culture we’ve created which is built around some of the most talented it professionals in the country. we deliver our work using agile methodologies to help the government solve their most technically challenging problems. the systems we develop are used to improve the quality of healthcare delivered to millions of people and revolutionize the healthcare industry on a nationwide scale.

semanticbits is a remote-first employer and has been named a top workplace in 2021. our corporate culture is built upon our mission-driven work to help the government improve healthcare for patients and reduce cost. we value bringing individuals that are experts in their disciplines highly communicative and self-motivated to own their work. technology and domain experts work side-by-side in highly dynamic teams that have all the roles necessary to deliver high quality digital services. in addition critical to our success is forming teams of highly diverse individuals passionate about making a difference. this diversity and inclusion permeates every level of semanticbits.

as a government contractor semanticbits requires that candidates must be able to obtain a public trust clearance and show proof of covid-19 vaccination or obtain a religious or medical exemption.

semanticbits is looking for a data scientist eager to use advanced analytical and data transformation techniques as a means to develop practical tools and analyses that can help solve complex business problems; transforming volumes of data into actionable information. this position is open to a mid-level to principal professional depending on experience.

responsibilities
strong grasp of statistics programming and modeling techniques machine learning classification cluster analysis data mining databases and visualizationsolid experience with sql python and/or r and common data science packages - e.g. pandas scikit-learn matplotlib ggplot plyr etc.dataset parsing dataset merging dataset analysis dataset synthesisfamiliarity with controlled vocabularies e.g. umls snomed etc.strong knowledge of databases relational olap and nosqlexperience with medicare claims is highly desirableexperience with the following technologies is also highly desirable: jupyter spark apache superset or other bi software aws cloud computingexperience in the healthcare domain or with quality data sets is highly desirablestrong technical communication skills; both written and verbalability to understand and articulate the “big picture” and simplify complex ideasstrong problem solving and structuring skillsability to identify and learn applicable new techniques independently as needed
qualifications
bachelors degree with quantitative focus in econometrics statistics operations research computer science or a related fieldminimum of five years of relevant experience or a master’s degree with a minimum of three years experiencecandidate must reside in the united statesflexible and willing to accept a change in priorities as necessary
preferred qualifications
experience working in the healthcare industryfederal government contracting work experienceprior experience working remotely full-timecomputer vision experience
this position is to be performed remotely from an individual’s home office and involves sedentary work. employees in this role can be expected to exert up to 10 pounds of force on occasion in order to lift carry push pull or otherwise move standard electronic equipment. employees are expected to make decisions in a timely manner and display emotional intelligence during occasional stressful situations.

benefits

competitive salary

stipend for work station set up

four weeks of pto

eleven paid holidays

one floating holiday

comprehensive health benefits medical with hsa option dental and vision

employer hsa contribution

401k retirement plan with matching benefit

100% paid short-term and long-term disability

100% paid life insurance

flexible spending accounts fsa

three weeks parental leave

casual working environment

flexible working hours

semanticbits llc is an equal opportunity affirmative action employer. all qualified applicants will receive consideration for employment without regard to race color religion sex sexual orientation gender identity national origin protected veteran status disability or any other characteristic protected by law. we are also a veteran-friendly employer.

if you are an individual with a disability and require a reasonable accommodation to complete any part of the application process or are limited in the ability or unable to access or use this online application process and need an alternative method for applying you may contact 703-787-9656 x257 for assistance.
 ",usa,scientist,
data scientist biopharma – remote jp10439,3 key consulting inc.,thousand oaks ca,2 weeks ago,,"
job title: data scientist biopharma – remote jp10439

location: thousand oaks ca remote by 4-8/year times onsite

employment type: contract

business unit: engineering strategic planning & operations

duration: 18 months with likely extension or conversion to fte

posting date: 06/16/2022

3 key consulting is hiring a data scientist for a consulting engagement with our direct client a leading global biopharmaceutical company.

job description

the ideal candidate is highly motivated with a passion for modeling analytics and technology. the successful candidate will be given opportunities to apply their expertise to enhance the way data is used to inform and make decisions at company by providing robust digital tools and data analytics to the global engineering function. this role will work with a wide range of key stakeholders and engineering’s senior leadership team to find innovative digital solutions to improve and automate engineering’s business processes data analytics and visualizations.

responsibilities will include but are not limited to
build a wide range of data and analytics solutions from descriptive to prescriptive using advanced statistical and machine learning modelsleverage large data sets to conduct end-to end analytics that will include data gathering requirements specifications processing analytics ongoing deliverables and presentationsinteract cross-functionally with a wide variety of people and teams. work closely with subject matter experts to deliver value by developing novel practical scientific data-driven solutions to meet business needspartner with is and data engineers to ensure that the models feeding the dashboards are robust functional and relevant to business needsexploring and evaluating new techniques to improve the data processing capabilities. see day to day responsibilities below. 
experience
masters degree & 4+ years of experience business analytics data analytics or data science other direct experiences orbachelors degree & 6+ years of experience business analytics data analytics or data science other direct experiences 
preferred qualifications
expertise working with large data sets data mining and machine learning toolsexperience in various artificial intelligence applicationsexpertise in python and/or r and/or sql programming languagesunderstanding of biopharmaceuticals process and related unit operations including analytical methods and process controlsstrong analytical skills with the ability to collect organize analyze and disseminate significant amounts of information with attention to detail and accuracyindependent self-motivated organized able to multi-task in time-sensitive environments and skilled in communication facilitation and collaborationfamiliarity with devops and software best practices i.e. version control continuous integration test driven developmentexcellent communication skills written and verbalproficiency with data analytics/visualization tools like tableau spotfireworking knowledge of microsoft excel and developing algorithmsexperience with data visualization tools such as tableau spotfire etc
why is the position open?

supplement additional workload on team.

top must-have skill sets
work experience in business analytics data analytics data science information systems/technology stem etc. educational or work experience in finance accounting is preferred but not required.relevant industry experience in biotechnology manufacturing construction engineering consulting or operations.experience with at least one programming language python r matlab etc. and experience data management data visualization tools data automation developing algorithms sap oracle hyperion alteryx tableau powerbi spotfire etc.
day to day responsibilities

this role will report to the sr. manager and director of strategic planning & operations with the following responsibilities:
provide robust business and data analytics for various technological enhancement projects to improve the engineering project delivery process and digital capabilitiesenhance global engineering’s headcount management capabilities for capital construction projects by developing an innovative digital resource model that provides leadership with visual insights of supply vs demand and scenario planningmaintain global engineering’s existing financial and headcount dashboards in tableau and develop process efficiencies for refreshing data through automationlead business analytics and development of new tableau dashboards or other visual tools to support the greater engineering digital transformation effortcollaborate collect and analyze information from internal and external business partners to understand functional business needs to develop or evaluate new business opportunitiessupport quarterly financial close out/accrual activities and improve turnaround speed through the use of digital capabilitiesassess engineering’s existing processes and find efficiencies and improvements by staying up to date with industry best practices and new automation technology
employee value proposition

the person in this role will work with members from the engineering senior leadership team to roll out cutting edge analytical tools. you will also improve automation skills

red flags

lack of relevant industry experience listed

lack of core technical skills listed

large gaps of employment with no explanation

interview process

60-90 minute panel interview with 2-4 interviewers.

potential 30-60 minute follow up interview

we invite qualified candidates to send your resume to recruiting@3keyconsulting.com. if you decide that you’re not interested in pursuing this position please feel free to look at the other positions on our website www.3keyconsulting.com/careers. you are welcome to also share this opportunity with anyone you think might be interested in applying for this role.

regards

3kc talent acquisition team
 ",usa,scientist,4.0
data scientist - telecommute within worcester ma,explore job search,miami fl,2 weeks ago,,"
              to apply please visit:

https://jobs.explorejobsearch.com/job-detail/285040/data-scientist-telecommute-within-worcester-ma

opportunities with reliant medical group. when you join reliant you’ll be part of a community-based multi-specialty physician-led medical group. everyone works collaboratively on a common purpose: improving the quality cost and experience of health care. with the resources of a global health organization - optum - behind us we’re at the forefront of value-based care. supported by a patient-centric business model - integrated care teams focus on the best patient care rather than volume. here you’ll contribute to an exceptional patient experience. discover a place where you can help shape the future of health care and do your life’s best work.sm

the practice research network prn data scientist contributes to the study of implementation and dissemination of a digital behavioral health ecosystem throughout our care delivery organization and assists with various other prn projects. the data scientist provides a wide range of advanced statistical expertise guidance and support to researchers and clinicians. contributes to the design development and reporting of research studies and clinical trials. collects manages and analyzes health services and implementation data from across our health care organization.

if you are located in the worcester ma area you will have the flexibility to telecommute* as you take on some tough challenges.

primary responsibilities:

designs analyzes implements and reports findings on research studies; provides consultation to investigators on experimental quasi-experimental and observational study designs to advance medical and healthcare knowledge and support quality improvement

collaborates with investigators to formalize analysis protocols; advises on statistical analysis strategies and the presentation interpretation and reporting of results

supports the preparation of protocols scientific abstracts peer-reviewed manuscripts and presentations. authorship will be commensurate manuscript involvement

creates and documents computer data files develops programs manages and maintains complex statistical databases performs data entry as necessary

serves as a subject matter expert on biostatistics and econometrics

oversees and coordinates the work of statistical support staff and/or data entry staff as appropriate

collaborates effectively with multidisciplinary team of researchers clinicians and external partners

maintains knowledge of current and emerging statistical analysis methodology

complies with health and safety requirements and with regulatory agencies

complies with established departmental policies procedures and objectives

enhances professional growth and development through educational programs seminars etc.

attends a variety of meetings conferences and seminars as required or directed

regular reliable and predictable attendance is required

performs other similar and related duties as required or directed

you’ll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.

required qualifications:

masters degree in biostatistics or relevant field

4+ years of analytical experience in healthcare or academic setting

preferred qualifications:

phd in biostatistics epidemiology public health economics or related field

biostatistical consulting experience in healthcare or academic setting

experience working with electronic medical record and medical claims data

experience with econometric statistical techniques

excellent oral and written communication skills including the ability to develop peer-reviewed articles clear reports and presentations about data and complex issues and the ability to communicate across stakeholders investors cdo leadership and staff

ability to work effectively in a multidisciplinary team

to protect the health and safety of our workforce patients and communities we serve unitedhealth group and its affiliate companies require all employees to disclose covid-19 vaccination status prior to beginning employment. in addition some roles and locations require full covid-19 vaccination including boosters as an essential job function. unitedhealth group adheres to all federal state and local covid-19 vaccination regulations as well as all client covid-19 vaccination requirements and will obtain the necessary information from candidates prior to employment to ensure compliance. candidates must be able to perform all essential job functions with or without reasonable accommodation. failure to meet the vaccination requirement may result in rescission of an employment offer or termination of employment.

careers at optumcare. were on a mission to change the face of health care. as the largest health and wellness business in the us we help 58 million people navigate the health care system finance their health care needs and achieve their health and well-being goals. fortunately we have a team of the best and brightest minds on the planet to make it happen. together were creating the most innovative ideas and comprehensive strategies to help heal the health care system and create a brighter future for us all. join us and learn why there is no better place to do your lifes best work.sm
all telecommuters will be required to adhere to unitedhealth group’s telecommuter policy.

colorado connecticut or nevada residents only: the salary range for colorado/connecticut/nevada residents is $95000 to $218100. pay is based on several factors including but not limited to education work experience certifications etc. in addition to your salary unitedhealth group offers benefits such as a comprehensive benefits package incentive and recognition programs equity stock purchase and 401k contribution all benefits are subject to eligibility requirements. no matter where or when you begin a career with unitedhealth group you’ll find a far-reaching choice of benefits and incentives.

diversity creates a healthier atmosphere: unitedhealth group is an equal employment opportunity/affirmative action employer and all qualified applicants will receive consideration for employment without regard to race color religion sex age national origin protected veteran status disability status sexual orientation gender identity or expression marital status genetic information or any other characteristic protected by law.

unitedhealth group is a drug-free workplace. candidates are required to pass a drug test before beginning employment.

to apply please visit:

https://jobs.explorejobsearch.com/job-detail/285040/data-scientist-telecommute-within-worcester-ma
 ",usa,scientist,4.0
data scientist risk,level,new york ny,4 weeks ago,3.0,"
              at level we believe using your benefits should be as easy as buying a cup of coffee. were unlocking the full value of compensation by rebuilding benefits as a simple payments experience — fast flexible and transparent. our mission is to empower people to build better financial futures and were accomplishing that by transforming the status quo of benefits.

level is a b2b2c fintech company comprised of a diverse team from industry-leading companies like square oscar google uber and airbnb. together were creating a new payments tech stack to help employers offer more accessible and personalized benefits for their teams — and this is just the beginning.

at level collaboration is our superpower. by leveraging each others strengths and curiosity weve been able to build a best-in-class product culture and business. plus our employee benefits are so awesome that we let our customers buy them too.

what youll do:
identify and scope product challenges that are ripe for data science solutions—like risk modeling data-informed insurance plan design dentist search optimizationsinform data collection productionize data science work and integrate machine learning into the productcreate new features and improvements across all our products and services by finding thoughtful ways to use data to help customersbuild the infrastructure that allows us to grow by defining analytic requirements developing analysis plans and ensuring data quality standards

who you are:
5+ years of industry experience in relevant roles such as data scientist data analyst or data engineerstrong product sensibilitiescritical thinking and analytical skillsa great communicatorprior experience in risk modeling forecasting or working with time series dataprior experience working with dirty or high-dimensional categorical dataprior experience productionizing data science workexperience with sql proficiency in one scripting language like r or python working in a collaborative development environment and willingness to pick up new programming languagesbonus: prior experience working with healthcare and insurance data and experience leading a team of data scientists and data analysts

our technologies

these are some of the technologies we use today. you dont need to be familiar with all of these—many people on our team learned them with us. during our interview process youre welcome to use any language youre most comfortable with.
pythonmysqlgitlabamazon web services awselasticsearchkuberneteslookergoprotobuf / grpc

what we offer:
competitive salary and equityremote first with an office in nyc as an option to come in100% paid medical for you and 80% for your dependents 100% covered dental and vision through level for you and your dependentsflexible paid time off: take the time you need when you need it! plus get up to 10 days of paid sick leave per yearfully paid parental leave: up to 14 weeks for primary and 8 weeks for secondary caregiversfood wellness and office funds via our own level productquarterly company sponsored eventsinternal learning and development programshave the chance to work at a leading innovator and trailblazer in the world of benefits and payment

level is proud to be an equal opportunity employer. we celebrate diversity and are committed to creating a welcoming and inclusive environment for all. please apply to this role if you feel you are a good fit regardless of your race color religion gender identity sex sexual preference sexual identity pregnancy national origin ancestry citizenship age marital status physical disability mental disability medical condition military status or any other perceived limiting factor. we welcome applicants from all walks of life.

e-verify program participant: level participates in the department of homeland security u.s. citizenship and immigration services e-verify program for u.s. based applicants and employees only. please click below to learn more about the e-verify program:
e-verify notice bilingualright to work notice english / spanish
 ",usa,scientist,5.0
urgent need data scientist with actuary_100% remote no h1b,tekintegral,united states,1 month ago,102.0,"
              hi 

hope you are doing great

i have very urgent need data scientist with actuary role let me know if you are interested.

job title: data scientist with actuary

location: boston ma

duration: 12+ month

100% remote role

job description

they are looking for somebody with some knowledge around actuary science insurance.

the skills needed would be typical data science stuff such as knowledge of sql/database structures software development actuary stuff is usually in r/matlab/python.

they are looking to build or support an actuary liabilities engine. this person would support their data needs for the actuary liabilities engine by providing assistance for data analysis help with algorithm/engine discussions be able to interact with the business to describe problems with the data or concerns with the engine outputs.

required skills

basic actuarial knowledge is a must 5 years + as a data scientist. 5 years + of sql/data modeling strong experience with matlab python or r language.

masters or phd in data science or math preferred.

communication must be exceptional.

please share resume for the role of msharma@tekintegral.com or career@tekintegral.com.
 ",usa,scientist,
data scientist,two six technologies,arlington va,1 week ago,79.0,"
              job id: 336

we’re looking for someone who is passionate about data science techniques machine learning and network analysis to join our growing ds team. our team build the media manipulation monitor m3 to decode foreign government manipulation of the information space. we combine signal-rich proprietary data novel ai-powered technology and world-class expertise to deliver valuable insights to our us government and fortune 50 clients.

as a data scientist at two six technologies you will be responsible for helping build these tools working to uncover analyze and frame data insights hidden in these manipulation signals to help our subject matter experts smes and clients. your projects will range from week-long efforts producing immediate value to multi-year darpa-funded initiatives that straddle the line between fundamental research and applied r&d.

youll work with members of our data science subject matter expert engineering and product teams. we iterate together with a focus for action striving to deliver the best products and insights to our clients. in this role you will work on your own and with your team to find creative solutions and tackle challenging problems with cutting-edge technology.

position details
experiment with a range of data science techniques to produce insight including machine learning network analysis sampling methodologies multi-language nlp and data visualizationimplement cutting-edge research at the intersection of data science and social scienceexplore and extract value from our database of more than 300 million documentsbuild new text classifiersuse neural networks and other techniques to leverage our unlabeled dataleverage state of the art open source techniques and tools like bert to deliver valueown projects from inception to implementationbe responsible for projects that span statistical and mathematical reasoning business communications and leadership and computer programmingdeliver insights to support existing products and come up with innovative product growth opportunitiesparticipate in strategic discussions about the future of data science at thresherdesign and execute experiments to evaluate the integrity of our data sampling and collection strategies.build prototype tools to help our smes extract insights from our datause statistics to give sme insights a robust mathematical backingwork with our advisors from harvard stanford and uc san diego to ensure we are employing the best methodologies to address complex open-ended research questions
requirements
experience with machine learning nlp and/or network analysisexperience building or tuning deep learning models especially in an nlp contexta good understanding of statistics including familiarity with statistical tests distributions and maximum likelihood estimatorsability to code wrangle data and implement algorithms in python or r and familiarity with a database querying language like sql or elasticsearchknowledge of which tools are suited for a given task but also the ability to think of solutions beyond those best practicescapability to understand and integrate client or user needsability to work in a team with a diverse set of skills and life experiencesability to communicate with data visualizationsability to communicate well verbally and in writing at all levels of technical expertise including to non-technical customersability to creatively solve problems and learn quickly and independentlytime management skills. we have a lot to do in a little time. understanding how to get things done how to prioritize and how to do that with others is key
nice to haves
strong quantitative background with bachelor’s degree in physics computer science math statistics economics engineering or similar field. master’s degrees preferred. phd even better.track record of turning data insights into product growth opportunitiesfamiliarity with software development procedures/tools like agile git and jira2+ years of relevant work experience or 1+ with a phd
clearance requirements
eligibility for security clearance
location
100% remote 
two six technologies is an equal opportunity employer. all qualified applicants will receive consideration for employment at two six technologies without regard to race color religion national origin sex age physical and mental disability sexual orientation gender identity or expression genetic information veteran marital pregnancy or citizenship status; or any other status prohibited by applicable national federal state or local law.

two six technologies covid-19 vaccination policy requires employees to be fully vaccinated. exceptions to this policy are only granted to those with a company-approved medical or religious accommodation. prospective or new employees will be required to adhere to this policy and submit proof of vaccination or have an approved exemption prior to the start of their employment.

if you are interested in applying for employment with two six technologies and require an accommodation please contact human resources at two six technologies by sending an email to hr@twosixtech.com. information provided will be kept confidential and used only to the extent required to provide needed reasonable accommodations.

 ",usa,scientist,2.0
data scientist - potential,kommlink gmbh,united states,1 month ago,,"
              for one of our clients we are looking for a data scientist

required skills
relevant experience in a data science environment.proven track record in delivering data science products from idea to deployment.expert knowledge in at least one of the following data science areas: bayesian networks/mcmc supervised or unsupervised machine learning statistical modeling.excellent coding skills in scripting languages like python and rconfidence in handling data in cloud ecosystems with scalable frameworks e. g. spark.experience in data preparation data modeling analysis and visualization.
further
excellent language skills in english german beneficialstrong skills in solving complex problems.ability to structure and reduce complexity.ability to transition from bird-eye-view to detailed view and back.business acumen and ability to work closely with non-technical teams. high confidence in verbal and written communication.
start: asap

duration: 6 months+

location: remote
 ",usa,scientist,
data scientist,clover health,nashville tn,2 weeks ago,,"
clover is reinventing healthcare by working to keep people healthier.

clovers data science team is charged with leveraging our data—our most important asset—to generate value for our members. from observing how the member experience impacts clinical results to making our home visits more efficient our team pushes out automated and statistical insights central to building on our main mission. we build the machine learning models and expert systems that back our operational processes and web applications while designing and running experiments and generating analyses to promote good decisions and demonstrate impact. and our impact is tremendous: youll be able to point to one of our members and say “i helped make that persons life better.”

we’re looking for a data scientist to help us build a revolutionary new health care company. we build the machine learning models and expert systems that back our operational processes and web applications while designing and running experiments and generating analyses to encourage good decisions and demonstrate impact.

as a data scientist you will
devise and reason about local and global metrics as well as account for biases and confounds.deliver workable and holistic insights accounting for risk and variance.complete and implement bug-free code that works in harmony with clover’s data framework. you can expand this framework using a clear and consistent data model.identify the problem space and use this information to inform good decisions about product scope and implementation options in order to ship genuine benefits for the business.communicate technical work and assumptions clearly to both technical and non-technical audiences including status updates and blockers.build a unified and effective cross-functional environment. “get to yes” with senior leaders to meet needs the initial path does not work.
you will love this job if
you want to create impact with your work by finding insights in the data that unlock value and improve clinical results.you have a strong cognizance of how to structure analyses and experiments to produce interpretable and pragmatic results.you reason holistically. from project scope to priority to implementation youll have an impact on how decisions get made.you are comfortable acting autonomously in ambiguous and changing environments.you are bold in the face of messy data and adept at programmatically structuring and cleaning records collected from the real world.you aim to automate as much as possible yet appreciate the value of explicitly incorporating human decisions into the systems you build.you have just as much interest in helping other people move faster as you do building your own analyses.
you should get in touch if
you have 4+ years of relevant experience or education equivalent i.e. masters degree plus 2+ years of relevant experience.you have an advanced degree in a quantitative field especially dealing with complex data-driven results.you have a strong foundation in probability and statistics and demonstrated facility with machine learning tools including sql and python as well as statistical and machine learning packages.you have demonstrated success mapping project goals to data solutions and have delivered business value with your technical work.you can proactively manage project scope and actively look for fast-path solutions to apply your ideas.you have logical heuristics and business sense sufficient to allow you to evaluate possible solutions quickly without exhaustively running down leads.you have successfully demonstrated communication of technical findings to both technical and non-technical audiences. you consider communication of your work as fundamentally important to realizing value.
pursuant to the san francisco fair chance ordinance we will consider for employment qualified applicants with arrest and conviction records. we are an e-verify company.

about clover: we are reinventing health insurance by combining the power of data with human empathy to keep our members healthier. we believe the healthcare system is broken so weve created custom software and analytics to empower our clinical staff to intervene and provide personalized care to the people who need it most.

we always put our members first and our success as a team is measured by the quality of life of the people we serve. those who work at clover are passionate and mission-driven individuals with diverse areas of expertise working together to solve the most complicated problem in the world: healthcare.

from clover’s inception diversity & inclusion have always been key to our success. we are an equal opportunity employer and our employees are people with different strengths experiences and backgrounds who share a passion for improving peoples lives. diversity not only includes race and gender identity but also age disability status veteran status sexual orientation religion and many other parts of one’s identity. all of our employee’s points of view are key to our success and inclusion is everyones responsibility.

 ",usa,scientist,4.0
data scientist florida or georgia,dice,united states,3 hours ago,,"
              dice is the leading career destination for tech experts at every stage of their careers. our client rita technology services is seeking the following. apply via dice today!

our client is looking for a mid-level data scientist to help make them the leader in their industry. this is a great opportunity for candidates with 3-5 years of data scientist experience to help build the analytics group. you will help with the transformation of data to rapidly-produce actionable insight and reduce associate time to review and understand issues through the use of machine learning artificial intelligence and other computational algorithms. you will report to the vp of analytics and coordinate with other departments as necessary. the is not a large it group allowing for the effective flow of information between internal customers and management.

 this is a remote position however candidates must live close to one of their offices in florida or georgia to come on-site once a quarter. these locations include tampa orlando jacksonville ocala columbus ga macon ga close to atlanta or valdosta ga. 

major tasks responsibilities and key accountabilities

develop machine learning algorithms and create innovative statistical models of maintenance and repair trends in the industry to enable the early identification of issues for the customer. create and/or execute analytics to find areas for improvement revenue increase or cost savings across the clients channels products and businesses includes data mining natural language processing machine learning statistical analysis pattern recognition and predictive modeling. design predictive models powering our tools to increase management and associate span of control and productivity.

to achieve the above overarching goals this position in coordination with analytics software developer and third-party partners will:
perform exploratory data analysis and develop predictive modelsenhance existing predictive models and analyticsbuild dashboards bespoke custom analysiswork with various internal and 3rd party data sourcesprovide support for associates from other departments working on problems involving dataserving as a consultative partner to the solutions/marketing/operations teams to understand needs and translate those new innovative improvements to our optimization algorithmsdetermine optimum data warehouse and analysis strategiesidentify new methods of gathering data to understand the brand sentiment and proactively improve representative & consumer satisfactionbuild and test analytic and statistical models to incrementally improve the relevance of content recommendations and performance of promotion targetingresponsible for accurate and thorough documentation of product/componentsmay lead a small team and take some project leader roles

required qualifications/skills
advanced proficiency in microsoft office including word excel outlookbasic knowledge of databases and sqlbasic knowledge of python/r and statistical machine learning and artificial intelligence analysisbasic knowledge of accounting and financial reporting and metricscritical thinking and problem solvingabove-average time management organizational creativity and cooperation skillsadaptable to changing conditions and work assignmentsability to effectively present information and respond to questions one-on-one and in small groups with customers managers and other associates

preferred qualifications
3 years in service-oriented related industry5 years in data science/business intelligence or analytics positiondynamics nav experience2 years using python/r in analytics/data science – familiarity with machine learning and artificial intelligence packagessql server and t-sql programming experience

education 

master’s degree in data science or equivalent 7 years related work experience; and/or combination of education and work experience.

u.s. citizens or holders only please. we are unable to accept 3rd party candidates or transfer a visa or provide sponsorship.
 provided by dice


 ",usa,scientist,5.0
data scientist,bitsight,boston ma,1 month ago,10.0,"
              bitsight is looking for data scientists to join our team.

bitsight is transforming how companies manage information security risk with objective verifiable and actionable security ratings. bitsights platform continuously analyzes vast amounts of external data on security issues and behaviors in order to help organizations manage third party risk underwrite cyber insurance policies benchmark performance conduct m&a due diligence and assess aggregate risk. fifty percent of the worlds cyber insurance premiums are underwritten by bitsight customers all four of the big 4 accounting firms use bitsight and four of the top five investment banks rely on our solution to manage cyber risks.

bitsights data science team works on a wide variety of issues related to bitsights product suite. the security ratings team is responsible for improving and extending the methodology for bitsights security rating. the security data team works with all of the data in bitsights inventory - developing methods to classify security measurements and identify internet assets owned by companies. the security analytics team works to develop informative analytics for our customers and to develop data-related marketing content.

we have multiple openings on each team and we are looking for passionate data scientists interested in cyber security.

objectives & responsibilities
develop metrics to measure cyber security performance and exposurecreate models to access cyber security riskdevelop methodologies to assess cyber security posture from raw data.help to improve bitsights ability to assign internet assets to organizationscreate informative analytics to help customers understand their cyber security posture.work with the marketing team to develop data driven marketing content. work with the product and engineering teams to get new ideas in front of customers

expected skills
ownership mentality and entrepreneurial drive proven ability to work autonomouslystrong technical background with expertise in machine learning or statistics or data-driven sciencestrong experience with data visualizationstrong communication and analytical skills including the ability to identify and frame initially vague problems and communicate solutionsexpert with the python data science toolset or with r matlab sas etc. but with a willingness to switch to pythonfamiliarity with distributed data processing and data storage technologiesbasic knowledge of computer networks

preferred skills
experience with technologies such as hadoop spark elasticsearchexperience with risk modelingcyber security experience

for san francisco positions qualified applicants with criminal histories will be considered for employment consistent with the requirements of the san francisco fair chance ordinance. this position may be considered a promotional opportunity pursuant to the colorado equal pay for equal work act. if you are resident of colorado please email us at recruiting@bitsighttech.com to receive compensation and benefits information for this role.
 ",usa,scientist,
data scientist,pandadoc,united states,19 hours ago,143.0,"
              your role as the data scientist is to support stakeholders through data science techniques and building the solutions for the business’s key initiatives. you will report to the data science manager and work closely with the marketing sales and customer success organizations.

in this role you will

solve ambiguous challenging business problems: figure out how we can leverage data science to improve our sales assisted as well as product-led-growth plgbuild and deploy models to understand which usage patterns drives acquisition activation retention upsell and other parts of a products customer lifecyclebuild and maintain data driven information retrieval models experiments recommendation algorithms and machine learning modelsdesign and develop solutions that could increase relevance to our users and automate processes pertaining to new feature deployments and related modelsmanage the establishment of an advanced analytical and modeling evaluation infrastructure the upkeep of modeling data environment

about you

2+ years hands-on experience in statistics and/or applied math working with large complex and multifaceted data sets; strong foundation in data structures algorithms statistics and machine learningb.a. or b.s. in mathematics statistics economics computer science and/or engineering sciencescomfortable managing multiple projects competing priorities and an evolving roadmapexperience working with cleaning manipulating and visualizing dataexperience with data science projects from end to end starting with problem formulation to model development in production;excellent communication and presentation skills and proven ability to translate data into actionable insightsexcellent interpersonal skills with a consistent record of working across all levels of the organisationteam player who understands the collaborative nature of this work with the ability to influence at c-suite level in a cross-functional environmentstrong sql r and/or python skills required tableau or similar reporting tools experience good to haveability to communicate effectively in english both orally and in writing

it would be awesome if you had

experience in b2badvanced degree e.g. mastersexperience with statistical inference and causal inference techniques

company overview

pandadoc empowers more than 37000 growing organizations to thrive by taking the work out of document workflow. pandadoc provides an all-in-one document workflow automation platform that helps fast scaling teams accelerate the ability to create manage and sign digital documents including proposals quotes contracts and more. for more information please visit https://www.pandadoc.com.

company culture

were known for our work-life balance kind co-workers & creative virtual team-bonding events. and although our pandas are located across the globe we stay connected with the help of technology and ensure that everyone on our team feels well like a team.

pandas work best when theyre happy. we retain our talent by upholding our values of integrity & transparency and selling a product that changes the lives of our customers.

check out our linkedin to learn more.

benefits

our benefits include tremendous career growth opportunities a competitive salary health and commuter benefits company paid life & disability 20+ pto days 401k and fsa plans and of course a fun team of pandas to work with!

pandadoc is an equal opportunity employer. we are committed to equal treatment of all employees without regard to race national origin religion gender age sexual orientation veteran status physical or mental disability or other basis protected by law.

external recruiters

approval requirement

the use of external recruiters/staffing agencies requires prior approval from our hr team. the hr team at pandadoc requests that external recruiters/staffing agencies not to contact pandadoc employees directly in an attempt to present candidates. complying with this request will be a factor in determining future professional relationships with pandadoc.
 ",usa,scientist,
